Entity,Code,Year,CO₂ emissions from fossil fuels and land use change,CO₂ emissions from fossil fuels and industry,CO₂ emissions from land use change
Russia,RUS,1967,17272217600,12244393984,5027824640
Russia,RUS,1968,17965920256,12911313920,5054606336
Russia,RUS,1969,18503319552,13767876608,4735442944
Russia,RUS,1970,19612364800,14898575360,4713788416
Russia,RUS,1971,20164421632,15499657216,4664764416
Russia,RUS,1972,20899108864,16222739456,4676368896
Russia,RUS,1973,21618507776,17080141824,4538366464
Russia,RUS,1974,21379604480,17011143680,4368461824
Russia,RUS,1975,22240493568,17048539136,5191953408
Russia,RUS,1976,22755766272,17985501184,4770264576
Russia,RUS,1977,23139760128,18496430080,4643330048
Russia,RUS,1978,23297722368,19069630464,4228091392
Russia,RUS,1979,23864434688,19611475968,4252957696
Russia,RUS,1980,23638337536,19494451200,4143886336
Russia,RUS,1981,23343929344,19029032960,4314896384
Russia,RUS,1982,23111575552,18877890560,4233685504
Russia,RUS,1983,23661371392,19000182784,4661189632
Russia,RUS,1984,24831905792,19659028480,5172877312
Russia,RUS,1985,25221292032,20319909888,4901381120
Russia,RUS,1986,25450475520,20622252032,4828223488
Russia,RUS,1987,25899237376,21269166080,4630070784
Russia,RUS,1988,26608850944,22104852480,4503998464
Russia,RUS,1989,26764148736,22410432512,4353715200
Russia,RUS,1990,27041505280,22742327296,4299177984
Russia,RUS,1991,27442896896,23230810112,4212085760
Russia,RUS,1992,26953144320,22561548288,4391596544
Russia,RUS,1993,27088326656,22795134976,4293191936
Russia,RUS,1994,27771367424,22956447744,4814918656
Russia,RUS,1995,28211814400,23445604352,4766209024
Russia,RUS,1996,28987062272,24146044928,4841017344
Russia,RUS,1997,30965524480,24294881280,6670642688
Russia,RUS,1998,29336451072,24202033152,5134417920
Russia,RUS,1999,29587886080,24514863104,5073021952
Russia,RUS,2000,29767446528,25230159872,4537286656
Russia,RUS,2001,29612062720,25447149568,4164913920
Russia,RUS,2002,30753978368,26035853312,4718125056
Russia,RUS,2003,32456863744,27363506176,5093357056
Russia,RUS,2004,33200537600,28624242688,4576294400
Russia,RUS,2005,33698942976,29599029248,4099912960
Russia,RUS,2006,35219714048,30579730432,4639984128
Russia,RUS,2007,35536441344,31489845248,4046596096
Russia,RUS,2008,36204646400,32065773568,4138871040
Russia,RUS,2009,36132634624,31603392512,4529241088
Russia,RUS,2010,37618974720,33340114944,4278861312
Russia,RUS,2011,39296249856,34465112064,4831137792
Russia,RUS,2012,39647084544,34970644480,4676440064
Russia,RUS,2013,39596494848,35279704064,4316789248
Russia,RUS,2014,40095285248,35531591680,4563694592
Russia,RUS,2015,40260575232,35493670912,4766905856
Russia,RUS,2016,39153553408,35449978880,3703574528
Russia,RUS,2017,39585964032,35923083264,3662879232
Russia,RUS,2018,40500518912,36642979840,3857538816
Russia,RUS,2019,40524558336,36699148288,3825410560
Russia,RUS,2020,38017839104,34807844864,3209992960
Rwanda,RWA,1959,15618355200,8856374272,6761980928
Rwanda,RWA,1960,16179810304,9387810816,6791998976
Rwanda,RWA,1961,16241441792,9418633216,6822808576
Rwanda,RWA,1962,16312017920,9751263232,6560754688
Rwanda,RWA,1963,16324313088,10271890432,6052422144
Rwanda,RWA,1964,16560771072,10829867008,5730903552
Rwanda,RWA,1965,16510402560,11317882880,5192520192
Rwanda,RWA,1966,16809500672,11867256832,4942243840
Rwanda,RWA,1967,17272217600,12244393984,5027824640
Rwanda,RWA,1968,17965920256,12911313920,5054606336
Rwanda,RWA,1969,18503319552,13767876608,4735442944
Rwanda,RWA,1970,19612364800,14898575360,4713788416
Rwanda,RWA,1971,20164421632,15499657216,4664764416
Rwanda,RWA,1972,20899108864,16222739456,4676368896
Rwanda,RWA,1973,21618507776,17080141824,4538366464
Rwanda,RWA,1974,21379604480,17011143680,4368461824
Rwanda,RWA,1975,22240493568,17048539136,5191953408
Rwanda,RWA,1976,22755766272,17985501184,4770264576
Rwanda,RWA,1977,23139760128,18496430080,4643330048
Rwanda,RWA,1978,23297722368,19069630464,4228091392
Rwanda,RWA,1979,23864434688,19611475968,4252957696
Rwanda,RWA,1980,23638337536,19494451200,4143886336
Rwanda,RWA,1981,23343929344,19029032960,4314896384
Rwanda,RWA,1982,23111575552,18877890560,4233685504
Rwanda,RWA,1983,23661371392,19000182784,4661189632
Rwanda,RWA,1984,24831905792,19659028480,5172877312
Rwanda,RWA,1985,25221292032,20319909888,4901381120
Rwanda,RWA,1986,25450475520,20622252032,4828223488
Rwanda,RWA,1987,25899237376,21269166080,4630070784
Rwanda,RWA,1988,26608850944,22104852480,4503998464
Rwanda,RWA,1989,26764148736,22410432512,4353715200
Rwanda,RWA,1990,27041505280,22742327296,4299177984
Rwanda,RWA,1991,27442896896,23230810112,4212085760
Rwanda,RWA,1992,26953144320,22561548288,4391596544
Rwanda,RWA,1993,27088326656,22795134976,4293191936
Rwanda,RWA,1994,27771367424,22956447744,4814918656
Rwanda,RWA,1995,28211814400,23445604352,4766209024
Rwanda,RWA,1996,28987062272,24146044928,4841017344
Rwanda,RWA,1997,30965524480,24294881280,6670642688
Rwanda,RWA,1998,29336451072,24202033152,5134417920
Rwanda,RWA,1999,29587886080,24514863104,5073021952
Rwanda,RWA,2000,29767446528,25230159872,4537286656
Rwanda,RWA,2001,29612062720,25447149568,4164913920
Rwanda,RWA,2002,30753978368,26035853312,4718125056
Rwanda,RWA,2003,32456863744,27363506176,5093357056
Rwanda,RWA,2004,33200537600,28624242688,4576294400
Rwanda,RWA,2005,33698942976,29599029248,4099912960
Rwanda,RWA,2006,35219714048,30579730432,4639984128
Rwanda,RWA,2007,35536441344,31489845248,4046596096
Rwanda,RWA,2008,36204646400,32065773568,4138871040
Rwanda,RWA,2009,36132634624,31603392512,4529241088
Rwanda,RWA,2010,37618974720,33340114944,4278861312
Rwanda,RWA,2011,39296249856,34465112064,4831137792
Rwanda,RWA,2012,39647084544,34970644480,4676440064
Rwanda,RWA,2013,39596494848,35279704064,4316789248
Rwanda,RWA,2014,40095285248,35531591680,4563694592
Rwanda,RWA,2015,40260575232,35493670912,4766905856
Rwanda,RWA,2016,39153553408,35449978880,3703574528
Rwanda,RWA,2017,39585964032,35923083264,3662879232
Rwanda,RWA,2018,40500518912,36642979840,3857538816
Rwanda,RWA,2019,40524558336,36699148288,3825410560
Rwanda,RWA,2020,38017839104,34807844864,3209992960
Saint Helena,SHN,1959,15618355200,8856374272,6761980928
Saint Helena,SHN,1960,16179810304,9387810816,6791998976
Saint Helena,SHN,1961,16241441792,9418633216,6822808576
Saint Helena,SHN,1962,16312017920,9751263232,6560754688
Saint Helena,SHN,1963,16324313088,10271890432,6052422144
Saint Helena,SHN,1964,16560771072,10829867008,5730903552
Saint Helena,SHN,1965,16510402560,11317882880,5192520192
Saint Helena,SHN,1966,16809500672,11867256832,4942243840
Saint Helena,SHN,1967,17272217600,12244393984,5027824640
Saint Helena,SHN,1968,17965920256,12911313920,5054606336
Saint Helena,SHN,1969,18503319552,13767876608,4735442944
Saint Helena,SHN,1970,19612364800,14898575360,4713788416
Saint Helena,SHN,1971,20164421632,15499657216,4664764416
Saint Helena,SHN,1972,20899108864,16222739456,4676368896
Saint Helena,SHN,1973,21618507776,17080141824,4538366464
Saint Helena,SHN,1974,21379604480,17011143680,4368461824
Saint Helena,SHN,1975,22240493568,17048539136,5191953408
Saint Helena,SHN,1976,22755766272,17985501184,4770264576
Saint Helena,SHN,1977,23139760128,18496430080,4643330048
Saint Helena,SHN,1978,23297722368,19069630464,4228091392
Saint Helena,SHN,1979,23864434688,19611475968,4252957696
Saint Helena,SHN,1980,23638337536,19494451200,4143886336
Saint Helena,SHN,1981,23343929344,19029032960,4314896384
Saint Helena,SHN,1982,23111575552,18877890560,4233685504
Saint Helena,SHN,1983,23661371392,19000182784,4661189632
Saint Helena,SHN,1984,24831905792,19659028480,5172877312
Saint Helena,SHN,1985,25221292032,20319909888,4901381120
Saint Helena,SHN,1986,25450475520,20622252032,4828223488
Saint Helena,SHN,1987,25899237376,21269166080,4630070784
Saint Helena,SHN,1988,26608850944,22104852480,4503998464
Saint Helena,SHN,1989,26764148736,22410432512,4353715200
Saint Helena,SHN,1990,27041505280,22742327296,4299177984
Saint Helena,SHN,1991,27442896896,23230810112,4212085760
Saint Helena,SHN,1992,26953144320,22561548288,4391596544
Saint Helena,SHN,1993,27088326656,22795134976,4293191936
Saint Helena,SHN,1994,27771367424,22956447744,4814918656
Saint Helena,SHN,1995,28211814400,23445604352,4766209024
Saint Helena,SHN,1996,28987062272,24146044928,4841017344
Saint Helena,SHN,1997,30965524480,24294881280,6670642688
Saint Helena,SHN,1998,29336451072,24202033152,5134417920
Saint Helena,SHN,1999,29587886080,24514863104,5073021952
Saint Helena,SHN,2000,29767446528,25230159872,4537286656
Saint Helena,SHN,2001,29612062720,25447149568,4164913920
Saint Helena,SHN,2002,30753978368,26035853312,4718125056
Saint Helena,SHN,2003,32456863744,27363506176,5093357056
Saint Helena,SHN,2004,33200537600,28624242688,4576294400
Saint Helena,SHN,2005,33698942976,29599029248,4099912960
Saint Helena,SHN,2006,35219714048,30579730432,4639984128
Saint Helena,SHN,2007,35536441344,31489845248,4046596096
Saint Helena,SHN,2008,36204646400,32065773568,4138871040
Saint Helena,SHN,2009,36132634624,31603392512,4529241088
Saint Helena,SHN,2010,37618974720,33340114944,4278861312
Saint Helena,SHN,2011,39296249856,34465112064,4831137792
Saint Helena,SHN,2012,39647084544,34970644480,4676440064
Saint Helena,SHN,2013,39596494848,35279704064,4316789248
Saint Helena,SHN,2014,40095285248,35531591680,4563694592
Saint Helena,SHN,2015,40260575232,35493670912,4766905856
Saint Helena,SHN,2016,39153553408,35449978880,3703574528
Saint Helena,SHN,2017,39585964032,35923083264,3662879232
Saint Helena,SHN,2018,40500518912,36642979840,3857538816
Saint Helena,SHN,2019,40524558336,36699148288,3825410560
Saint Helena,SHN,2020,38017839104,34807844864,3209992960
Saint Kitts and Nevis,KNA,1959,15618355200,8856374272,6761980928
Saint Kitts and Nevis,KNA,1960,16179810304,9387810816,6791998976
Saint Kitts and Nevis,KNA,1961,16241441792,9418633216,6822808576
Saint Kitts and Nevis,KNA,1962,16312017920,9751263232,6560754688
Saint Kitts and Nevis,KNA,1963,16324313088,10271890432,6052422144
Saint Kitts and Nevis,KNA,1964,16560771072,10829867008,5730903552
Saint Kitts and Nevis,KNA,1965,16510402560,11317882880,5192520192
Saint Kitts and Nevis,KNA,1966,16809500672,11867256832,4942243840
Saint Kitts and Nevis,KNA,1967,17272217600,12244393984,5027824640
Saint Kitts and Nevis,KNA,1968,17965920256,12911313920,5054606336
Saint Kitts and Nevis,KNA,1969,18503319552,13767876608,4735442944
Saint Kitts and Nevis,KNA,1970,19612364800,14898575360,4713788416
Saint Kitts and Nevis,KNA,1971,20164421632,15499657216,4664764416
Saint Kitts and Nevis,KNA,1972,20899108864,16222739456,4676368896
Saint Kitts and Nevis,KNA,1973,21618507776,17080141824,4538366464
Saint Kitts and Nevis,KNA,1974,21379604480,17011143680,4368461824
Saint Kitts and Nevis,KNA,1975,22240493568,17048539136,5191953408
Saint Kitts and Nevis,KNA,1976,22755766272,17985501184,4770264576
Saint Kitts and Nevis,KNA,1977,23139760128,18496430080,4643330048
Saint Kitts and Nevis,KNA,1978,23297722368,19069630464,4228091392
Saint Kitts and Nevis,KNA,1979,23864434688,19611475968,4252957696
Saint Kitts and Nevis,KNA,1980,23638337536,19494451200,4143886336
Saint Kitts and Nevis,KNA,1981,23343929344,19029032960,4314896384
Saint Kitts and Nevis,KNA,1982,23111575552,18877890560,4233685504
Saint Kitts and Nevis,KNA,1983,23661371392,19000182784,4661189632
Saint Kitts and Nevis,KNA,1984,24831905792,19659028480,5172877312
Saint Kitts and Nevis,KNA,1985,25221292032,20319909888,4901381120
Saint Kitts and Nevis,KNA,1986,25450475520,20622252032,4828223488
Saint Kitts and Nevis,KNA,1987,25899237376,21269166080,4630070784
Saint Kitts and Nevis,KNA,1988,26608850944,22104852480,4503998464
Saint Kitts and Nevis,KNA,1989,26764148736,22410432512,4353715200
Saint Kitts and Nevis,KNA,1990,27041505280,22742327296,4299177984
Saint Kitts and Nevis,KNA,1991,27442896896,23230810112,4212085760
Saint Kitts and Nevis,KNA,1992,26953144320,22561548288,4391596544
Saint Kitts and Nevis,KNA,1993,27088326656,22795134976,4293191936
Saint Kitts and Nevis,KNA,1994,27771367424,22956447744,4814918656
Saint Kitts and Nevis,KNA,1995,28211814400,23445604352,4766209024
Saint Kitts and Nevis,KNA,1996,28987062272,24146044928,4841017344
Saint Kitts and Nevis,KNA,1997,30965524480,24294881280,6670642688
Saint Kitts and Nevis,KNA,1998,29336451072,24202033152,5134417920
Saint Kitts and Nevis,KNA,1999,29587886080,24514863104,5073021952
Saint Kitts and Nevis,KNA,2000,29767446528,25230159872,4537286656
Saint Kitts and Nevis,KNA,2001,29612062720,25447149568,4164913920
Saint Kitts and Nevis,KNA,2002,30753978368,26035853312,4718125056
Saint Kitts and Nevis,KNA,2003,32456863744,27363506176,5093357056
Saint Kitts and Nevis,KNA,2004,33200537600,28624242688,4576294400
Saint Kitts and Nevis,KNA,2005,33698942976,29599029248,4099912960
Saint Kitts and Nevis,KNA,2006,35219714048,30579730432,4639984128
Saint Kitts and Nevis,KNA,2007,35536441344,31489845248,4046596096
Saint Kitts and Nevis,KNA,2008,36204646400,32065773568,4138871040
Saint Kitts and Nevis,KNA,2009,36132634624,31603392512,4529241088
Saint Kitts and Nevis,KNA,2010,37618974720,33340114944,4278861312
Saint Kitts and Nevis,KNA,2011,39296249856,34465112064,4831137792
Saint Kitts and Nevis,KNA,2012,39647084544,34970644480,4676440064
Saint Kitts and Nevis,KNA,2013,39596494848,35279704064,4316789248
Saint Kitts and Nevis,KNA,2014,40095285248,35531591680,4563694592
Saint Kitts and Nevis,KNA,2015,40260575232,35493670912,4766905856
Saint Kitts and Nevis,KNA,2016,39153553408,35449978880,3703574528
Saint Kitts and Nevis,KNA,2017,39585964032,35923083264,3662879232
Saint Kitts and Nevis,KNA,2018,40500518912,36642979840,3857538816
Saint Kitts and Nevis,KNA,2019,40524558336,36699148288,3825410560
Saint Kitts and Nevis,KNA,2020,38017839104,34807844864,3209992960
Saint Lucia,LCA,1959,15618355200,8856374272,6761980928
Saint Lucia,LCA,1960,16179810304,9387810816,6791998976
Saint Lucia,LCA,1961,16241441792,9418633216,6822808576
Saint Lucia,LCA,1962,16312017920,9751263232,6560754688
Saint Lucia,LCA,1963,16324313088,10271890432,6052422144
Saint Lucia,LCA,1964,16560771072,10829867008,5730903552
Saint Lucia,LCA,1965,16510402560,11317882880,5192520192
Saint Lucia,LCA,1966,16809500672,11867256832,4942243840
Saint Lucia,LCA,1967,17272217600,12244393984,5027824640
Saint Lucia,LCA,1968,17965920256,12911313920,5054606336
Saint Lucia,LCA,1969,18503319552,13767876608,4735442944
Saint Lucia,LCA,1970,19612364800,14898575360,4713788416
Saint Lucia,LCA,1971,20164421632,15499657216,4664764416
Saint Lucia,LCA,1972,20899108864,16222739456,4676368896
Saint Lucia,LCA,1973,21618507776,17080141824,4538366464
Saint Lucia,LCA,1974,21379604480,17011143680,4368461824
Saint Lucia,LCA,1975,22240493568,17048539136,5191953408
Saint Lucia,LCA,1976,22755766272,17985501184,4770264576
Saint Lucia,LCA,1977,23139760128,18496430080,4643330048
Saint Lucia,LCA,1978,23297722368,19069630464,4228091392
Saint Lucia,LCA,1979,23864434688,19611475968,4252957696
Saint Lucia,LCA,1980,23638337536,19494451200,4143886336
Saint Lucia,LCA,1981,23343929344,19029032960,4314896384
Saint Lucia,LCA,1982,23111575552,18877890560,4233685504
Saint Lucia,LCA,1983,23661371392,19000182784,4661189632
Saint Lucia,LCA,1984,24831905792,19659028480,5172877312
Saint Lucia,LCA,1985,25221292032,20319909888,4901381120
Saint Lucia,LCA,1986,25450475520,20622252032,4828223488
Saint Lucia,LCA,1987,25899237376,21269166080,4630070784
Saint Lucia,LCA,1988,26608850944,22104852480,4503998464
Saint Lucia,LCA,1989,26764148736,22410432512,4353715200
Saint Lucia,LCA,1990,27041505280,22742327296,4299177984
Saint Lucia,LCA,1991,27442896896,23230810112,4212085760
Saint Lucia,LCA,1992,26953144320,22561548288,4391596544
Saint Lucia,LCA,1993,27088326656,22795134976,4293191936
Saint Lucia,LCA,1994,27771367424,22956447744,4814918656
Saint Lucia,LCA,1995,28211814400,23445604352,4766209024
Saint Lucia,LCA,1996,28987062272,24146044928,4841017344
Saint Lucia,LCA,1997,30965524480,24294881280,6670642688
Saint Lucia,LCA,1998,29336451072,24202033152,5134417920
Saint Lucia,LCA,1999,29587886080,24514863104,5073021952
Saint Lucia,LCA,2000,29767446528,25230159872,4537286656
Saint Lucia,LCA,2001,29612062720,25447149568,4164913920
Saint Lucia,LCA,2002,30753978368,26035853312,4718125056
Saint Lucia,LCA,2003,32456863744,27363506176,5093357056
Saint Lucia,LCA,2004,33200537600,28624242688,4576294400
Saint Lucia,LCA,2005,33698942976,29599029248,4099912960
Saint Lucia,LCA,2006,35219714048,30579730432,4639984128
Saint Lucia,LCA,2007,35536441344,31489845248,4046596096
Saint Lucia,LCA,2008,36204646400,32065773568,4138871040
Saint Lucia,LCA,2009,36132634624,31603392512,4529241088
Saint Lucia,LCA,2010,37618974720,33340114944,4278861312
Saint Lucia,LCA,2011,39296249856,34465112064,4831137792
Saint Lucia,LCA,2012,39647084544,34970644480,4676440064
Saint Lucia,LCA,2013,39596494848,35279704064,4316789248
Saint Lucia,LCA,2014,40095285248,35531591680,4563694592
Saint Lucia,LCA,2015,40260575232,35493670912,4766905856
Saint Lucia,LCA,2016,39153553408,35449978880,3703574528
Saint Lucia,LCA,2017,39585964032,35923083264,3662879232
Saint Lucia,LCA,2018,40500518912,36642979840,3857538816
Saint Lucia,LCA,2019,40524558336,36699148288,3825410560
Saint Lucia,LCA,2020,38017839104,34807844864,3209992960
Saint Pierre and Miquelon,SPM,1959,15618355200,8856374272,6761980928
Saint Pierre and Miquelon,SPM,1960,16179810304,9387810816,6791998976
Saint Pierre and Miquelon,SPM,1961,16241441792,9418633216,6822808576
Saint Pierre and Miquelon,SPM,1962,16312017920,9751263232,6560754688
Saint Pierre and Miquelon,SPM,1963,16324313088,10271890432,6052422144
Saint Pierre and Miquelon,SPM,1964,16560771072,10829867008,5730903552
Saint Pierre and Miquelon,SPM,1965,16510402560,11317882880,5192520192
Saint Pierre and Miquelon,SPM,1966,16809500672,11867256832,4942243840
Saint Pierre and Miquelon,SPM,1967,17272217600,12244393984,5027824640
Saint Pierre and Miquelon,SPM,1968,17965920256,12911313920,5054606336
Saint Pierre and Miquelon,SPM,1969,18503319552,13767876608,4735442944
Saint Pierre and Miquelon,SPM,1970,19612364800,14898575360,4713788416
Saint Pierre and Miquelon,SPM,1971,20164421632,15499657216,4664764416
Saint Pierre and Miquelon,SPM,1972,20899108864,16222739456,4676368896
Saint Pierre and Miquelon,SPM,1973,21618507776,17080141824,4538366464
Saint Pierre and Miquelon,SPM,1974,21379604480,17011143680,4368461824
Saint Pierre and Miquelon,SPM,1975,22240493568,17048539136,5191953408
Saint Pierre and Miquelon,SPM,1976,22755766272,17985501184,4770264576
Saint Pierre and Miquelon,SPM,1977,23139760128,18496430080,4643330048
Saint Pierre and Miquelon,SPM,1978,23297722368,19069630464,4228091392
Saint Pierre and Miquelon,SPM,1979,23864434688,19611475968,4252957696
Saint Pierre and Miquelon,SPM,1980,23638337536,19494451200,4143886336
Saint Pierre and Miquelon,SPM,1981,23343929344,19029032960,4314896384
Saint Pierre and Miquelon,SPM,1982,23111575552,18877890560,4233685504
Saint Pierre and Miquelon,SPM,1983,23661371392,19000182784,4661189632
Saint Pierre and Miquelon,SPM,1984,24831905792,19659028480,5172877312
Saint Pierre and Miquelon,SPM,1985,25221292032,20319909888,4901381120
Saint Pierre and Miquelon,SPM,1986,25450475520,20622252032,4828223488
Saint Pierre and Miquelon,SPM,1987,25899237376,21269166080,4630070784
Saint Pierre and Miquelon,SPM,1988,26608850944,22104852480,4503998464
Saint Pierre and Miquelon,SPM,1989,26764148736,22410432512,4353715200
Saint Pierre and Miquelon,SPM,1990,27041505280,22742327296,4299177984
Saint Pierre and Miquelon,SPM,1991,27442896896,23230810112,4212085760
Saint Pierre and Miquelon,SPM,1992,26953144320,22561548288,4391596544
Saint Pierre and Miquelon,SPM,1993,27088326656,22795134976,4293191936
Saint Pierre and Miquelon,SPM,1994,27771367424,22956447744,4814918656
Saint Pierre and Miquelon,SPM,1995,28211814400,23445604352,4766209024
Saint Pierre and Miquelon,SPM,1996,28987062272,24146044928,4841017344
Saint Pierre and Miquelon,SPM,1997,30965524480,24294881280,6670642688
Saint Pierre and Miquelon,SPM,1998,29336451072,24202033152,5134417920
Saint Pierre and Miquelon,SPM,1999,29587886080,24514863104,5073021952
Saint Pierre and Miquelon,SPM,2000,29767446528,25230159872,4537286656
Saint Pierre and Miquelon,SPM,2001,29612062720,25447149568,4164913920
Saint Pierre and Miquelon,SPM,2002,30753978368,26035853312,4718125056
Saint Pierre and Miquelon,SPM,2003,32456863744,27363506176,5093357056
Saint Pierre and Miquelon,SPM,2004,33200537600,28624242688,4576294400
Saint Pierre and Miquelon,SPM,2005,33698942976,29599029248,4099912960
Saint Pierre and Miquelon,SPM,2006,35219714048,30579730432,4639984128
Saint Pierre and Miquelon,SPM,2007,35536441344,31489845248,4046596096
Saint Pierre and Miquelon,SPM,2008,36204646400,32065773568,4138871040
Saint Pierre and Miquelon,SPM,2009,36132634624,31603392512,4529241088
Saint Pierre and Miquelon,SPM,2010,37618974720,33340114944,4278861312
Saint Pierre and Miquelon,SPM,2011,39296249856,34465112064,4831137792
Saint Pierre and Miquelon,SPM,2012,39647084544,34970644480,4676440064
Saint Pierre and Miquelon,SPM,2013,39596494848,35279704064,4316789248
Saint Pierre and Miquelon,SPM,2014,40095285248,35531591680,4563694592
Saint Pierre and Miquelon,SPM,2015,40260575232,35493670912,4766905856
Saint Pierre and Miquelon,SPM,2016,39153553408,35449978880,3703574528
Saint Pierre and Miquelon,SPM,2017,39585964032,35923083264,3662879232
Saint Pierre and Miquelon,SPM,2018,40500518912,36642979840,3857538816
Saint Pierre and Miquelon,SPM,2019,40524558336,36699148288,3825410560
Saint Pierre and Miquelon,SPM,2020,38017839104,34807844864,3209992960
Saint Vincent and the Grenadines,VCT,1959,15618355200,8856374272,6761980928
Saint Vincent and the Grenadines,VCT,1960,16179810304,9387810816,6791998976
Saint Vincent and the Grenadines,VCT,1961,16241441792,9418633216,6822808576
Saint Vincent and the Grenadines,VCT,1962,16312017920,9751263232,6560754688
Saint Vincent and the Grenadines,VCT,1963,16324313088,10271890432,6052422144
Saint Vincent and the Grenadines,VCT,1964,16560771072,10829867008,5730903552
Saint Vincent and the Grenadines,VCT,1965,16510402560,11317882880,5192520192
Saint Vincent and the Grenadines,VCT,1966,16809500672,11867256832,4942243840
Saint Vincent and the Grenadines,VCT,1967,17272217600,12244393984,5027824640
Saint Vincent and the Grenadines,VCT,1968,17965920256,12911313920,5054606336
Saint Vincent and the Grenadines,VCT,1969,18503319552,13767876608,4735442944
Saint Vincent and the Grenadines,VCT,1970,19612364800,14898575360,4713788416
Saint Vincent and the Grenadines,VCT,1971,20164421632,15499657216,4664764416
Saint Vincent and the Grenadines,VCT,1972,20899108864,16222739456,4676368896
Saint Vincent and the Grenadines,VCT,1973,21618507776,17080141824,4538366464
Saint Vincent and the Grenadines,VCT,1974,21379604480,17011143680,4368461824
Saint Vincent and the Grenadines,VCT,1975,22240493568,17048539136,5191953408
Saint Vincent and the Grenadines,VCT,1976,22755766272,17985501184,4770264576
Saint Vincent and the Grenadines,VCT,1977,23139760128,18496430080,4643330048
Saint Vincent and the Grenadines,VCT,1978,23297722368,19069630464,4228091392
Saint Vincent and the Grenadines,VCT,1979,23864434688,19611475968,4252957696
Saint Vincent and the Grenadines,VCT,1980,23638337536,19494451200,4143886336
Saint Vincent and the Grenadines,VCT,1981,23343929344,19029032960,4314896384
Saint Vincent and the Grenadines,VCT,1982,23111575552,18877890560,4233685504
Saint Vincent and the Grenadines,VCT,1983,23661371392,19000182784,4661189632
Saint Vincent and the Grenadines,VCT,1984,24831905792,19659028480,5172877312
Saint Vincent and the Grenadines,VCT,1985,25221292032,20319909888,4901381120
Saint Vincent and the Grenadines,VCT,1986,25450475520,20622252032,4828223488
Saint Vincent and the Grenadines,VCT,1987,25899237376,21269166080,4630070784
Saint Vincent and the Grenadines,VCT,1988,26608850944,22104852480,4503998464
Saint Vincent and the Grenadines,VCT,1989,26764148736,22410432512,4353715200
Saint Vincent and the Grenadines,VCT,1990,27041505280,22742327296,4299177984
Saint Vincent and the Grenadines,VCT,1991,27442896896,23230810112,4212085760
Saint Vincent and the Grenadines,VCT,1992,26953144320,22561548288,4391596544
Saint Vincent and the Grenadines,VCT,1993,27088326656,22795134976,4293191936
Saint Vincent and the Grenadines,VCT,1994,27771367424,22956447744,4814918656
Saint Vincent and the Grenadines,VCT,1995,28211814400,23445604352,4766209024
Saint Vincent and the Grenadines,VCT,1996,28987062272,24146044928,4841017344
Saint Vincent and the Grenadines,VCT,1997,30965524480,24294881280,6670642688
Saint Vincent and the Grenadines,VCT,1998,29336451072,24202033152,5134417920
Saint Vincent and the Grenadines,VCT,1999,29587886080,24514863104,5073021952
Saint Vincent and the Grenadines,VCT,2000,29767446528,25230159872,4537286656
Saint Vincent and the Grenadines,VCT,2001,29612062720,25447149568,4164913920
Saint Vincent and the Grenadines,VCT,2002,30753978368,26035853312,4718125056
Saint Vincent and the Grenadines,VCT,2003,32456863744,27363506176,5093357056
Saint Vincent and the Grenadines,VCT,2004,33200537600,28624242688,4576294400
Saint Vincent and the Grenadines,VCT,2005,33698942976,29599029248,4099912960
Saint Vincent and the Grenadines,VCT,2006,35219714048,30579730432,4639984128
Saint Vincent and the Grenadines,VCT,2007,35536441344,31489845248,4046596096
Saint Vincent and the Grenadines,VCT,2008,36204646400,32065773568,4138871040
Saint Vincent and the Grenadines,VCT,2009,36132634624,31603392512,4529241088
Saint Vincent and the Grenadines,VCT,2010,37618974720,33340114944,4278861312
Saint Vincent and the Grenadines,VCT,2011,39296249856,34465112064,4831137792
Saint Vincent and the Grenadines,VCT,2012,39647084544,34970644480,4676440064
Saint Vincent and the Grenadines,VCT,2013,39596494848,35279704064,4316789248
Saint Vincent and the Grenadines,VCT,2014,40095285248,35531591680,4563694592
Saint Vincent and the Grenadines,VCT,2015,40260575232,35493670912,4766905856
Saint Vincent and the Grenadines,VCT,2016,39153553408,35449978880,3703574528
Saint Vincent and the Grenadines,VCT,2017,39585964032,35923083264,3662879232
Saint Vincent and the Grenadines,VCT,2018,40500518912,36642979840,3857538816
Saint Vincent and the Grenadines,VCT,2019,40524558336,36699148288,3825410560
Saint Vincent and the Grenadines,VCT,2020,38017839104,34807844864,3209992960
Samoa,WSM,1959,15618355200,8856374272,6761980928
Samoa,WSM,1960,16179810304,9387810816,6791998976
Samoa,WSM,1961,16241441792,9418633216,6822808576
Samoa,WSM,1962,16312017920,9751263232,6560754688
Samoa,WSM,1963,16324313088,10271890432,6052422144
Samoa,WSM,1964,16560771072,10829867008,5730903552
Samoa,WSM,1965,16510402560,11317882880,5192520192
Samoa,WSM,1966,16809500672,11867256832,4942243840
Samoa,WSM,1967,17272217600,12244393984,5027824640
Samoa,WSM,1968,17965920256,12911313920,5054606336
Samoa,WSM,1969,18503319552,13767876608,4735442944
Samoa,WSM,1970,19612364800,14898575360,4713788416
Samoa,WSM,1971,20164421632,15499657216,4664764416
Samoa,WSM,1972,20899108864,16222739456,4676368896
Samoa,WSM,1973,21618507776,17080141824,4538366464
Samoa,WSM,1974,21379604480,17011143680,4368461824
